id_registro,nivel_territorial,pais,codigo_iso_pais,departamento_region,ciudad_municipio,tipo_plataforma,categoria_servicio,plataforma_principal,edad,genero,nivel_educativo,antiguedad_meses,horas_semanales,ingreso_bruto_mensual_cop,costos_operativos_mensuales_cop,ingreso_neto_mensual_cop,ingreso_neto_hora_usd,dependencia_ingresos,afiliacion_salud,afiliacion_pension,cuenta_con_arl,calificacion_promedio_app,fecha_registro,anio,mes,fuente_origen_id
GIG-02124,Regional,Colombia,COL,Bolivar,Cartagena,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Workana,22,Femenino,Universitario,1,47.2,3742100,436100,3306000,3.99,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.87,2024-04-28,2024,4,F-SEC-01
GIG-02125,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,33,Masculino,Tecnico / Tecnologo,50,38.5,10925700,1311100,9614600,14.24,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.66,2024-12-27,2024,12,F-PRIM-02
GIG-02126,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,33,Masculino,Secundaria / Bachillerato,25,33.9,11460600,1375300,10085300,16.96,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.66,2022-08-14,2022,8,F-TER-01
GIG-02127,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,29,Femenino,Tecnico / Tecnologo,34,25.8,3807000,456800,3350200,7.4,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.78,2023-02-11,2023,2,F-TER-01
GIG-02128,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,44,Masculino,Tecnico / Tecnologo,28,48.1,4264700,1364700,2900000,3.44,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.66,2021-11-04,2021,11,F-PRIM-02
GIG-02129,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,43,Masculino,Secundaria / Bachillerato,9,42.5,2004800,962800,1042000,1.4,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.86,2024-01-31,2024,1,F-SEC-02
GIG-02130,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,25,Femenino,Secundaria / Bachillerato,9,45.2,2644400,938100,1706300,2.15,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.9,2022-09-02,2022,9,F-PRIM-01
GIG-02131,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,26,Femenino,Tecnico / Tecnologo,47,59.0,3792400,1534000,2258400,2.18,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.87,2026-01-05,2026,1,F-SEC-02
GIG-02132,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,55,Femenino,Tecnico / Tecnologo,13,48.5,1932800,1000800,932000,1.1,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.97,2025-08-13,2025,8,F-PRIM-01
GIG-02133,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,39,Masculino,Universitario,14,54.0,12490900,1498900,10992000,11.61,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.88,2024-10-21,2024,10,F-TER-01
GIG-02134,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,29,Masculino,Tecnico / Tecnologo,2,49.6,3156400,1600000,1556500,1.79,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.61,2025-12-23,2025,12,F-SEC-01
GIG-02135,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,29,Masculino,Tecnico / Tecnologo,35,49.7,1656600,611600,1045000,1.2,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.97,2025-07-03,2025,7,F-SEC-01
GIG-02136,Global,Chile,CHL,Santiago,Santiago,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,28,Masculino,Secundaria / Bachillerato,17,43.6,7057500,2258400,4799100,6.28,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.78,2024-06-30,2024,6,F-PRIM-02
GIG-02137,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,23,Masculino,Secundaria / Bachillerato,33,27.6,13408100,1609000,11799200,24.38,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.37,2021-08-03,2021,8,F-TER-01
GIG-02138,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,31,Femenino,Tecnico / Tecnologo,1,43.5,6197200,1983100,4214100,5.52,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.72,2025-06-02,2025,6,F-PRIM-02
GIG-02139,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,41,Masculino,Secundaria / Bachillerato,35,52.1,3701500,1184500,2517000,2.75,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,Si (Afiliado a Riesgos Laborales),4.84,2023-05-01,2023,5,F-TER-02
GIG-02140,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,38,Masculino,Secundaria / Bachillerato,1,64.7,2947000,1224500,1722500,1.52,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.76,2024-08-09,2024,8,F-SEC-02
GIG-02141,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,36,Femenino,Tecnico / Tecnologo,16,45.8,5894200,707300,5186900,6.46,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.79,2021-07-03,2021,7,F-TER-01
GIG-02142,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,30,Masculino,Secundaria / Bachillerato,29,68.4,1299800,364500,935300,0.78,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.89,2022-06-25,2022,6,F-SEC-01
GIG-02143,Global,Estados Unidos,USA,California,San Francisco,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,19,Masculino,Secundaria / Bachillerato,11,56.9,34006800,10882200,23124600,23.17,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.82,2021-03-06,2021,3,F-TER-02
GIG-02144,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,22,Femenino,Secundaria / Bachillerato,15,55.6,6662900,2132100,4530700,4.65,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.97,2025-09-22,2025,9,F-TER-02
GIG-02145,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,18,Masculino,Tecnico / Tecnologo,1,48.3,4656400,1490100,3166400,3.74,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.82,2021-04-25,2021,4,F-PRIM-02
GIG-02146,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,25,Masculino,Tecnico / Tecnologo,3,75.7,1135500,424500,711000,0.54,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.94,2023-02-02,2023,2,F-PRIM-01
GIG-02147,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Workana,30,Femenino,Universitario,23,38.1,20169500,2420300,17749100,26.56,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.81,2021-07-25,2021,7,F-TER-02
GIG-02148,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Freelancer,30,Femenino,Universitario,4,39.3,14556400,1746800,12809700,18.59,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.91,2025-01-12,2025,1,F-TER-01
GIG-02149,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,29,Masculino,Secundaria / Bachillerato,3,45.0,1192700,428000,764600,0.97,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.77,2022-09-07,2022,9,F-SEC-01
GIG-02150,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,21,Masculino,Secundaria / Bachillerato,1,53.6,2144500,660600,1483900,1.58,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.77,2021-06-23,2021,6,F-PRIM-01
GIG-02151,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,25,Masculino,Universitario,7,35.3,16877000,2025200,14851800,23.99,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.4,2023-11-18,2023,11,F-PRIM-02
GIG-02152,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,27,Masculino,Secundaria / Bachillerato,9,59.7,2174000,560200,1613700,1.54,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.95,2025-03-31,2025,3,F-SEC-01
GIG-02153,Regional,Colombia,COL,Valle del Cauca,Cali,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Upwork,32,Masculino,Universitario,25,18.4,3467400,535700,2931700,9.09,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.84,2026-03-26,2026,3,F-SEC-01
GIG-02154,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,41,Masculino,Tecnico / Tecnologo,1,51.0,2299600,817100,1482500,1.66,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.89,2021-03-06,2021,3,F-PRIM-01
GIG-02155,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,24,Masculino,Posgrado,30,24.9,4748700,760500,3988200,9.13,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.89,2023-06-19,2023,6,F-SEC-01
GIG-02156,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,27,No binario / Otro,Universitario,35,58.2,4775600,1528200,3247400,3.18,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.84,2023-03-24,2023,3,F-PRIM-02
GIG-02157,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,45,Masculino,Tecnico / Tecnologo,18,45.0,4697800,1503300,3194500,4.05,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.88,2021-07-04,2021,7,F-PRIM-02
GIG-02158,Global,Chile,CHL,Santiago,Santiago,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,28,Masculino,Secundaria / Bachillerato,46,71.9,5186500,1659700,3526800,2.8,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.92,2021-07-30,2021,7,F-TER-02
GIG-02159,Nacional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,23,Masculino,Universitario,10,48.2,5960200,789500,5170600,6.12,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.5,2023-11-10,2023,11,F-SEC-01
GIG-02160,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,31,Masculino,Secundaria / Bachillerato,19,34.1,3181500,1018100,2163400,3.62,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.89,2024-04-27,2024,4,F-TER-02
GIG-02161,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,23,Masculino,Universitario,41,15.2,5869600,704400,5165200,19.38,Fuente principal (>50%),Regimen Subsidiado,Cotiza activamente,No (Sin cobertura ARL),4.84,2026-03-23,2026,3,F-TER-01
GIG-02162,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Workana,34,Femenino,Universitario,1,37.9,13912600,1669500,12243100,18.42,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.6,2025-06-24,2025,6,F-PRIM-02
GIG-02163,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,22,Masculino,Secundaria / Bachillerato,13,36.1,3615000,378000,3237000,5.11,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.87,2025-09-13,2025,9,F-SEC-01
GIG-02164,Global,Chile,CHL,Santiago,Santiago,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,40,Femenino,Secundaria / Bachillerato,19,49.0,7354100,2353300,5000800,5.82,Fuente principal (>50%),Regimen Subsidiado,Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.86,2021-03-13,2021,3,F-PRIM-02
GIG-02165,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,18,Masculino,Secundaria / Bachillerato,16,57.2,2325200,816700,1508500,1.5,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.82,2024-05-16,2024,5,F-PRIM-01
GIG-02166,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,29,Masculino,Tecnico / Tecnologo,1,41.3,1548500,569000,979500,1.35,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.79,2022-04-06,2022,4,F-PRIM-01
GIG-02167,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,46,Masculino,Universitario,38,41.9,6111600,1955700,4155900,5.66,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,Si (Afiliado a Riesgos Laborales),4.88,2023-09-18,2023,9,F-TER-02
GIG-02168,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,37,No binario / Otro,Secundaria / Bachillerato,3,25.0,3169600,1169700,1999800,4.56,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.89,2023-06-20,2023,6,F-PRIM-01
GIG-02169,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,35,Femenino,Secundaria / Bachillerato,7,45.5,2311400,660500,1650900,2.07,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.37,2025-09-18,2025,9,F-PRIM-01
GIG-02170,Regional,Colombia,COL,Valle del Cauca,Cali,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Freelancer,43,Masculino,Posgrado,16,34.3,3482100,614500,2867500,4.77,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.96,2022-02-16,2022,2,F-SEC-01
GIG-02171,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,36,Masculino,Secundaria / Bachillerato,28,39.5,1587600,555700,1031900,1.49,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.85,2021-05-21,2021,5,F-PRIM-01
GIG-02172,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,24,Masculino,Universitario,22,9.8,2543000,305200,2237800,13.02,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.72,2024-05-24,2024,5,F-TER-01
GIG-02173,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,21,Masculino,Tecnico / Tecnologo,28,70.0,15001500,1800200,13201300,10.75,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.96,2026-02-01,2026,2,F-TER-02
GIG-02174,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,35,Masculino,Tecnico / Tecnologo,23,74.9,2053700,542800,1511000,1.15,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.97,2025-05-07,2025,5,F-PRIM-01
GIG-02175,Nacional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,43,Masculino,Tecnico / Tecnologo,1,51.2,2579000,1034300,1544700,1.72,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.93,2022-03-03,2022,3,F-SEC-02
GIG-02176,Nacional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,28,Masculino,Universitario,2,26.0,7222800,1010200,6212600,13.63,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.68,2025-06-15,2025,6,F-SEC-01
GIG-02177,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,37,Masculino,Universitario,15,31.1,13668000,1640200,12027800,22.05,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.64,2025-09-26,2025,9,F-TER-01
GIG-02178,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,29,Masculino,Secundaria / Bachillerato,1,50.4,1268600,442200,826300,0.93,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.96,2024-02-29,2024,2,F-PRIM-01
GIG-02179,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,41,Masculino,Tecnico / Tecnologo,18,55.4,2518500,944000,1574500,1.62,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.94,2023-04-01,2023,4,F-PRIM-01
GIG-02180,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,41,Masculino,Secundaria / Bachillerato,33,32.8,2207800,951300,1256500,2.18,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.89,2021-10-16,2021,10,F-SEC-01
GIG-02181,Regional,Colombia,COL,Caldas,Manizales,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,37,Masculino,Tecnico / Tecnologo,28,46.2,2766800,998100,1768700,2.18,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.8,2022-06-30,2022,6,F-PRIM-01
GIG-02182,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,18,Masculino,Tecnico / Tecnologo,14,46.2,1370800,504100,866700,1.07,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.86,2022-09-11,2022,9,F-SEC-02
GIG-02183,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,42,Femenino,Secundaria / Bachillerato,6,66.3,2867300,1363700,1503600,1.29,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.93,2022-05-15,2022,5,F-SEC-01
GIG-02184,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,33,Masculino,Universitario,21,47.2,16117000,1934000,14183000,17.13,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,No (Sin cobertura ARL),4.86,2023-10-14,2023,10,F-TER-01
GIG-02185,Global,Espana,ESP,Madrid,Madrid,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,24,Masculino,Tecnico / Tecnologo,2,47.3,19658300,6290700,13367700,16.12,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.79,2023-09-16,2023,9,F-TER-02
GIG-02186,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Workana,32,Masculino,Universitario,39,18.8,8363000,1003600,7359500,22.32,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.5,2024-06-19,2024,6,F-TER-02
GIG-02187,Global,Chile,CHL,Santiago,Santiago,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,31,Masculino,Primaria,12,47.1,6488800,2076400,4412400,5.34,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,Si (Afiliado a Riesgos Laborales),4.97,2024-09-22,2024,9,F-PRIM-02
GIG-02188,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Habitissimo,29,Masculino,Secundaria / Bachillerato,43,48.3,1719100,279900,1439100,1.7,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.93,2022-09-03,2022,9,F-PRIM-01
GIG-02189,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,39,Masculino,Secundaria / Bachillerato,5,58.6,3963200,1268200,2695000,2.62,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,Si (Afiliado a Riesgos Laborales),5.0,2023-05-02,2023,5,F-PRIM-02
GIG-02190,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,39,Masculino,Secundaria / Bachillerato,1,66.4,9400300,3008100,6392200,5.49,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.7,2022-08-30,2022,8,F-PRIM-02
GIG-02191,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,21,Femenino,Universitario,54,18.1,6814500,817700,5996700,18.89,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.96,2023-04-17,2023,4,F-TER-02
GIG-02192,Nacional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Fiverr,31,Femenino,Universitario,11,43.8,2419600,338400,2081200,2.71,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.87,2024-04-07,2024,4,F-SEC-02
GIG-02193,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,43,Masculino,Secundaria / Bachillerato,21,36.0,3875100,1445800,2429200,3.85,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.71,2023-12-05,2023,12,F-SEC-01
GIG-02194,Global,Espana,ESP,Madrid,Madrid,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,19,Masculino,Secundaria / Bachillerato,1,46.6,25057400,8018400,17039100,20.85,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.83,2023-11-17,2023,11,F-PRIM-02
GIG-02195,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Remotasks,31,Masculino,Primaria,30,29.7,13686300,1642400,12044000,23.12,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),,2025-10-05,2025,10,F-TER-01
GIG-02196,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,33,Femenino,Universitario,8,66.7,1028000,258300,769700,0.66,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.45,2022-08-31,2022,8,F-SEC-01
GIG-02197,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,37,Masculino,Secundaria / Bachillerato,6,61.4,2272600,624000,1648600,1.53,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.91,2022-02-16,2022,2,F-PRIM-01
GIG-02198,Nacional,Colombia,COL,Caldas,Manizales,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,37,Masculino,Tecnico / Tecnologo,5,53.7,1901000,976000,925000,0.98,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.69,2022-06-17,2022,6,F-SEC-01
GIG-02199,Nacional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,22,No binario / Otro,Tecnico / Tecnologo,6,57.4,1772200,506200,1266000,1.26,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.98,2024-10-08,2024,10,F-PRIM-01
