id_registro,nivel_territorial,pais,codigo_iso_pais,departamento_region,ciudad_municipio,tipo_plataforma,categoria_servicio,plataforma_principal,edad,genero,nivel_educativo,antiguedad_meses,horas_semanales,ingreso_bruto_mensual_cop,costos_operativos_mensuales_cop,ingreso_neto_mensual_cop,ingreso_neto_hora_usd,dependencia_ingresos,afiliacion_salud,afiliacion_pension,cuenta_con_arl,calificacion_promedio_app,fecha_registro,anio,mes,fuente_origen_id
GIG-03123,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,42,Masculino,Secundaria / Bachillerato,4,42.1,2337000,621800,1715200,2.32,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.95,2025-04-25,2025,4,F-SEC-01
GIG-03124,Regional,Colombia,COL,Atlantico,Barranquilla,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,47,Femenino,Universitario,20,25.7,5660400,587800,5072600,11.26,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.61,2022-06-25,2022,6,F-SEC-01
GIG-03125,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,22,Masculino,Primaria,8,43.2,3020500,1499800,1520700,2.01,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.83,2025-01-22,2025,1,F-SEC-01
GIG-03126,Nacional,Colombia,COL,Caldas,Manizales,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,33,Masculino,Secundaria / Bachillerato,22,44.6,1380400,347700,1032700,1.32,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.78,2025-01-17,2025,1,F-SEC-01
GIG-03127,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,28,Masculino,Secundaria / Bachillerato,22,51.2,1550500,562600,987900,1.1,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.94,2024-11-12,2024,11,F-SEC-02
GIG-03128,Nacional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,34,Femenino,Universitario,4,38.7,1905900,177600,1728300,2.55,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.93,2025-04-22,2025,4,F-SEC-01
GIG-03129,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,21,Femenino,Universitario,10,16.1,1991600,239000,1752600,6.21,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.89,2025-07-25,2025,7,F-TER-01
GIG-03130,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,48,Masculino,Secundaria / Bachillerato,9,54.6,6232600,1994400,4238200,4.43,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.68,2023-02-15,2023,2,F-TER-02
GIG-03131,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Timser,22,Masculino,Secundaria / Bachillerato,14,63.8,1606400,282700,1323700,1.18,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.96,2021-08-07,2021,8,F-SEC-02
GIG-03132,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,31,Femenino,Universitario,32,39.7,3078400,1549500,1528900,2.2,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.8,2026-04-21,2026,4,F-PRIM-01
GIG-03133,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,34,Masculino,Secundaria / Bachillerato,11,20.6,1734900,208200,1526700,4.23,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.8,2021-04-05,2021,4,F-TER-01
GIG-03134,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,36,Masculino,Secundaria / Bachillerato,3,41.1,6470400,2070500,4399900,6.1,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.81,2022-07-20,2022,7,F-PRIM-02
GIG-03135,Global,Espana,ESP,Madrid,Madrid,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Timser,37,Masculino,Secundaria / Bachillerato,35,63.0,32013700,10244400,21769300,19.7,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.95,2022-07-17,2022,7,F-PRIM-02
GIG-03136,Global,Estados Unidos,USA,California,San Francisco,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,40,Masculino,Secundaria / Bachillerato,4,61.8,37023300,11847500,25175800,23.23,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.43,2021-07-20,2021,7,F-PRIM-02
GIG-03137,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,35,Masculino,Secundaria / Bachillerato,24,52.2,2050100,587100,1463000,1.6,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.89,2026-03-31,2026,3,F-PRIM-01
GIG-03138,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,33,Masculino,Tecnico / Tecnologo,4,60.3,2257700,1062300,1195400,1.13,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.91,2021-01-25,2021,1,F-SEC-01
GIG-03139,Global,Espana,ESP,Madrid,Madrid,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,35,Masculino,Universitario,1,35.3,17756900,5682200,12074700,19.51,Fuente complementaria / Secundaria (<50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.98,2022-12-08,2022,12,F-PRIM-02
GIG-03140,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,34,Femenino,Universitario,1,45.0,26700600,3204100,23496500,29.77,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.86,2021-07-27,2021,7,F-PRIM-02
GIG-03141,Regional,Colombia,COL,Bolivar,Cartagena,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Remotasks,31,Masculino,Tecnico / Tecnologo,35,46.0,1115300,91500,1023800,1.27,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.65,2022-01-28,2022,1,F-SEC-01
GIG-03142,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,18,Masculino,Primaria,7,51.8,3312900,1505600,1807300,1.99,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.96,2025-03-16,2025,3,F-PRIM-01
GIG-03143,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,29,Femenino,Secundaria / Bachillerato,2,43.0,1209200,441700,767500,1.02,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.81,2025-08-21,2025,8,F-SEC-01
GIG-03144,Regional,Colombia,COL,Bolivar,Cartagena,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Upwork,34,Femenino,Posgrado,4,25.1,4745500,599100,4146400,9.42,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.85,2024-10-22,2024,10,F-SEC-01
GIG-03145,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Workana,24,Masculino,Tecnico / Tecnologo,3,48.4,20309900,2437200,17872700,21.06,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.84,2021-06-21,2021,6,F-TER-02
GIG-03146,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,34,Masculino,Primaria,4,74.4,11434400,3659000,7775400,5.96,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.88,2022-02-17,2022,2,F-TER-02
GIG-03147,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,41,Masculino,Tecnico / Tecnologo,17,48.6,8519000,2726100,5792900,6.8,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.85,2026-01-17,2026,1,F-PRIM-02
GIG-03148,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,22,Masculino,Tecnico / Tecnologo,26,55.8,5880500,1881700,3998800,4.09,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.9,2021-09-26,2021,9,F-PRIM-02
GIG-03149,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,19,Femenino,Universitario,11,29.1,9859900,1183200,8676700,17.0,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.65,2022-06-19,2022,6,F-TER-01
GIG-03150,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,30,Femenino,Universitario,10,36.8,800000,247500,552500,0.86,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.89,2022-08-26,2022,8,F-PRIM-01
GIG-03151,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,26,Femenino,Tecnico / Tecnologo,1,56.0,1681500,593300,1088200,1.11,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.22,2022-04-25,2022,4,F-SEC-01
GIG-03152,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,25,Masculino,Secundaria / Bachillerato,18,36.6,1632300,459100,1173200,1.83,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.88,2021-12-29,2021,12,F-PRIM-01
GIG-03153,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,26,Femenino,Tecnico / Tecnologo,8,52.8,8172800,2615300,5557500,6.0,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.9,2021-06-27,2021,6,F-PRIM-02
GIG-03154,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,19,Masculino,Universitario,6,49.5,5422300,650700,4771600,5.5,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.75,2024-06-17,2024,6,F-TER-01
GIG-03155,Nacional,Colombia,COL,Bolivar,Cartagena,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,32,Femenino,Secundaria / Bachillerato,5,48.6,1854900,500300,1354600,1.59,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.91,2022-05-02,2022,5,F-SEC-01
GIG-03156,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,36,Masculino,Primaria,16,51.3,3405200,1245900,2159300,2.4,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.77,2025-11-18,2025,11,F-PRIM-01
GIG-03157,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,39,Masculino,Tecnico / Tecnologo,27,60.8,2220200,590800,1629400,1.53,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.93,2021-07-06,2021,7,F-PRIM-01
GIG-03158,Regional,Colombia,COL,Bolivar,Cartagena,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,49,Masculino,Universitario,1,59.4,1289900,396800,893100,0.86,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.95,2022-03-11,2022,3,F-SEC-02
GIG-03159,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,32,Masculino,Secundaria / Bachillerato,2,67.0,9351400,2992400,6359000,5.41,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,Si (Afiliado a Riesgos Laborales),4.85,2025-08-15,2025,8,F-PRIM-02
GIG-03160,Nacional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,28,Femenino,Secundaria / Bachillerato,10,21.0,1010100,104500,905600,2.46,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.65,2025-01-13,2025,1,F-SEC-01
GIG-03161,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Workana,42,Masculino,Tecnico / Tecnologo,33,34.4,3109300,356000,2753300,4.56,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.87,2021-06-18,2021,6,F-SEC-01
GIG-03162,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,36,Masculino,Tecnico / Tecnologo,37,48.6,3074000,1326300,1747700,2.05,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.8,2021-01-20,2021,1,F-PRIM-01
GIG-03163,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,38,Femenino,Universitario,1,51.7,17240500,2068900,15171600,16.73,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.81,2023-01-27,2023,1,F-TER-01
GIG-03164,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,35,Masculino,Secundaria / Bachillerato,1,54.4,1111100,268300,842800,0.88,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.63,2022-03-22,2022,3,F-SEC-01
GIG-03165,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,23,Masculino,Tecnico / Tecnologo,7,29.8,5874200,704900,5169300,9.89,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.83,2026-01-22,2026,1,F-PRIM-02
GIG-03166,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,42,Masculino,Universitario,16,41.8,2705000,865600,1839400,2.51,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.57,2022-05-02,2022,5,F-PRIM-02
GIG-03167,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,35,Masculino,Secundaria / Bachillerato,5,37.2,3519500,1126200,2393300,3.67,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.83,2023-11-04,2023,11,F-PRIM-02
GIG-03168,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,37,Masculino,Tecnico / Tecnologo,25,42.5,13100600,1572100,11528500,15.47,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.57,2021-09-15,2021,9,F-TER-01
GIG-03169,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,31,Masculino,Primaria,12,45.3,1703400,538800,1164600,1.47,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.75,2024-12-09,2024,12,F-SEC-01
GIG-03170,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,32,No binario / Otro,Secundaria / Bachillerato,20,56.5,2575500,1069500,1506000,1.52,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.98,2024-03-13,2024,3,F-PRIM-01
GIG-03171,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,45,Masculino,Secundaria / Bachillerato,35,52.0,4377900,1400900,2977000,3.26,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.81,2023-04-01,2023,4,F-PRIM-02
GIG-03172,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,29,Masculino,Secundaria / Bachillerato,3,73.0,7814000,2500500,5313500,4.15,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.88,2021-06-08,2021,6,F-PRIM-02
GIG-03173,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,20,Masculino,Secundaria / Bachillerato,42,63.6,3340000,1526600,1813400,1.63,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.93,2021-04-04,2021,4,F-PRIM-01
GIG-03174,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,43,Masculino,Secundaria / Bachillerato,18,56.7,1542300,489300,1053000,1.06,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.91,2022-09-26,2022,9,F-SEC-01
GIG-03175,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,31,Femenino,Universitario,12,17.2,4090300,490800,3599500,11.93,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.72,2024-07-24,2024,7,F-PRIM-02
GIG-03176,Regional,Colombia,COL,Caldas,Manizales,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,44,Femenino,Tecnico / Tecnologo,6,48.1,3255900,468400,2787500,3.3,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.97,2023-03-02,2023,3,F-SEC-02
GIG-03177,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Workana,30,Masculino,Universitario,1,26.8,9423000,1130800,8292200,17.64,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.96,2021-12-24,2021,12,F-TER-01
GIG-03178,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,35,No binario / Otro,Secundaria / Bachillerato,1,58.8,11371900,1364600,10007300,9.71,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.84,2025-01-26,2025,1,F-PRIM-02
GIG-03179,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,18,Masculino,Tecnico / Tecnologo,3,58.4,2093900,1051600,1042300,1.02,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.73,2021-03-14,2021,3,F-SEC-02
GIG-03180,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Workana,19,Masculino,Universitario,11,36.3,8059200,967100,7092100,11.14,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.9,2023-05-10,2023,5,F-TER-01
GIG-03181,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,35,Femenino,Tecnico / Tecnologo,5,56.1,1753800,590300,1163500,1.18,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.9,2026-04-28,2026,4,F-SEC-02
GIG-03182,Regional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,19,Masculino,Tecnico / Tecnologo,11,50.1,826700,49100,777600,0.89,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.74,2022-08-04,2022,8,F-SEC-01
GIG-03183,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,34,Femenino,Secundaria / Bachillerato,11,34.9,2757800,1147600,1610200,2.63,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.87,2024-03-22,2024,3,F-SEC-02
GIG-03184,Regional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,27,Masculino,Universitario,1,33.1,1574700,199500,1375200,2.37,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.94,2025-11-11,2025,11,F-SEC-01
GIG-03185,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,41,Masculino,Tecnico / Tecnologo,1,34.8,3186900,1489000,1697900,2.78,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.79,2021-04-30,2021,4,F-SEC-01
GIG-03186,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Freelancer,26,Femenino,Tecnico / Tecnologo,4,25.4,7868700,944200,6924500,15.55,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.91,2024-12-06,2024,12,F-PRIM-02
GIG-03187,Regional,Colombia,COL,Risaralda,Pereira,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,33,Masculino,Tecnico / Tecnologo,12,47.3,3146200,445900,2700300,3.26,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.64,2025-04-17,2025,4,F-SEC-01
GIG-03188,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,35,Masculino,Secundaria / Bachillerato,9,57.6,3769200,1206100,2563100,2.54,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.24,2024-12-29,2024,12,F-PRIM-02
GIG-03189,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,31,Masculino,Universitario,24,7.3,4300700,516100,3784600,29.56,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.97,2023-02-10,2023,2,F-TER-02
GIG-03190,Regional,Colombia,COL,Bolivar,Cartagena,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,25,Masculino,Secundaria / Bachillerato,3,45.0,4383200,414400,3968800,5.03,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.99,2021-12-20,2021,12,F-SEC-02
GIG-03191,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,52,Masculino,Universitario,20,51.4,1666000,410900,1255100,1.39,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.95,2025-08-05,2025,8,F-PRIM-01
GIG-03192,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,30,Masculino,Tecnico / Tecnologo,2,52.9,1809600,608700,1200900,1.29,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.77,2022-04-15,2022,4,F-PRIM-01
GIG-03193,Regional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,28,Masculino,Secundaria / Bachillerato,5,26.3,3295500,559100,2736400,5.93,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.77,2023-04-17,2023,4,F-SEC-01
GIG-03194,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,TaskRabbit,33,Masculino,Universitario,3,47.7,2355400,405200,1950200,2.33,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.89,2026-06-11,2026,6,F-SEC-01
GIG-03195,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,28,Femenino,Universitario,1,35.4,5668900,680300,4988600,8.04,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.96,2026-06-20,2026,6,F-TER-02
GIG-03196,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,33,Masculino,Tecnico / Tecnologo,35,44.8,6991500,2237300,4754200,6.05,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.76,2022-09-14,2022,9,F-PRIM-02
GIG-03197,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,40,Masculino,Secundaria / Bachillerato,7,65.4,6464200,2068600,4395600,3.83,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.85,2021-09-06,2021,9,F-PRIM-02
